id,original_question,original_answer,clean_question,clean_answer,combined_text,entities,intent,source,url,text_length,word_count,entity_count,processed_at
56,What are the early warning signs of kidney disease?,"Early warning signs of kidney disease may include diarrhea, sore throat. These symptoms can develop gradually or suddenly depending on the individual case.",early warning sign kidney disease,early warning sign kidney disease include diarrhea sore throat symptom develop gradually suddenly depending individual case,early warning sign kidney disease early warning sign kidney disease include diarrhea sore throat symptom develop gradually suddenly depending individual case,"{'diseases': ['kidney disease'], 'symptoms': ['sore throat', 'diarrhea'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,157,21,3,2025-07-19T20:32:56.942662
58,What signs should I look for with osteoporosis?,"Common signs of osteoporosis include weakness, joint pain, muscle pain. If you experience weakness along with other symptoms, seek medical attention promptly.",sign look osteoporosis,common sign include weakness joint pain muscle pain experience weakness symptom seek medical attention promptly,sign look osteoporosis common sign include weakness joint pain muscle pain experience weakness symptom seek medical attention promptly,"{'diseases': ['osteoporosis'], 'symptoms': ['weakness', 'joint pain', 'muscle pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,134,18,4,2025-07-19T20:32:56.943773
59,What signs should I look for with pandemic?,"Common signs of pandemic include diarrhea, itching. If you experience diarrhea along with other symptoms, seek medical attention promptly.",sign look pandemic,common sign pandemic include diarrhea itching experience diarrhea symptom seek medical attention promptly,sign look pandemic common sign pandemic include diarrhea itching experience diarrhea symptom seek medical attention promptly,"{'diseases': ['pandemic'], 'symptoms': ['diarrhea', 'itching'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,124,16,3,2025-07-19T20:32:56.944269
61,What are the early warning signs of covid-19?,"Early warning signs of covid-19 may include loss of smell, runny nose. These symptoms can develop gradually or suddenly depending on the individual case.",early warning sign,early warning sign include loss smell runny nose symptom develop gradually suddenly depending individual case,early warning sign early warning sign include loss smell runny nose symptom develop gradually suddenly depending individual case,"{'diseases': [], 'symptoms': ['runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,128,18,1,2025-07-19T20:32:56.945301
62,What are the early warning signs of common cold?,"Early warning signs of common cold may include vomiting, fatigue. These symptoms can develop gradually or suddenly depending on the individual case.",early warning sign common cold,early warning sign common cold include vomiting fatigue symptom develop gradually suddenly depending individual case,early warning sign common cold early warning sign common cold include vomiting fatigue symptom develop gradually suddenly depending individual case,"{'diseases': ['common cold'], 'symptoms': ['vomiting', 'fatigue'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,147,20,3,2025-07-19T20:32:56.945911
63,What signs should I look for with hepatitis?,"Common signs of hepatitis include bleeding, chest pain, loss of smell. If you experience bleeding along with other symptoms, seek medical attention promptly.",sign look hepatitis,common sign hepatitis include bleeding chest pain loss smell experience bleeding along symptom seek medical attention promptly,sign look hepatitis common sign hepatitis include bleeding chest pain loss smell experience bleeding along symptom seek medical attention promptly,"{'diseases': ['hepatitis'], 'symptoms': ['chest pain', 'bleeding'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,146,20,3,2025-07-19T20:32:56.946481
64,What are the symptoms of hypertension?,"The main symptoms of hypertension include loss of smell, muscle pain. These symptoms may vary in severity and it's important to consult a healthcare provider for proper diagnosis and treatment planning.",symptom hypertension,main symptom hypertension include loss smell muscle pain symptom vary severity important consult healthcare provider proper diagnosis treatment planning,symptom hypertension main symptom hypertension include loss smell muscle pain symptom vary severity important consult healthcare provider proper diagnosis treatment planning,"{'diseases': ['hypertension'], 'symptoms': ['muscle pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,173,21,2,2025-07-19T20:32:56.947145
65,What are the symptoms of common cold?,"The main symptoms of common cold include neck pain, bleeding, sore throat. These symptoms may vary in severity and it's important to consult a healthcare provider for proper diagnosis and treatment planning.",symptom common cold,main symptom common cold include neck pain bleeding sore throat symptom vary severity important consult healthcare provider proper diagnosis treatment planning,symptom common cold main symptom common cold include neck pain bleeding sore throat symptom vary severity important consult healthcare provider proper diagnosis treatment planning,"{'diseases': ['common cold'], 'symptoms': ['sore throat', 'neck pain', 'bleeding'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,179,24,4,2025-07-19T20:32:56.947863
66,What signs should I look for with liver disease?,"Common signs of liver disease include body aches, sore throat, weakness. If you experience body aches along with other symptoms, seek medical attention promptly.",sign look liver disease,common sign liver disease include body ache sore throat weakness experience body ache symptom seek medical attention promptly,sign look liver disease common sign liver disease include body ache sore throat weakness experience body ache symptom seek medical attention promptly,"{'diseases': ['liver disease'], 'symptoms': ['weakness', 'sore throat'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,149,22,3,2025-07-19T20:32:56.948519
67,What are the early warning signs of asthma?,"Early warning signs of asthma may include itching, nausea, weakness. These symptoms can develop gradually or suddenly depending on the individual case.",early warning sign asthma,early warning sign asthma include itching nausea weakness symptom develop gradually suddenly depending individual case,early warning sign asthma early warning sign asthma include itching nausea weakness symptom develop gradually suddenly depending individual case,"{'diseases': ['asthma'], 'symptoms': ['weakness', 'nausea', 'itching'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,144,19,4,2025-07-19T20:32:56.949126
68,What are the early warning signs of osteoporosis?,"Early warning signs of osteoporosis may include chills, fatigue, body aches. These symptoms can develop gradually or suddenly depending on the individual case.",early warning sign osteoporosis,early warning sign osteoporosis include chill fatigue body ache symptom develop gradually suddenly depending individual case,early warning sign osteoporosis early warning sign osteoporosis include chill fatigue body ache symptom develop gradually suddenly depending individual case,"{'diseases': ['osteoporosis'], 'symptoms': ['fatigue'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,156,20,2,2025-07-19T20:32:56.949787
